split,tokens,content,words,audio_valid,vision_valid,audio_zero_eq_content,repeated_audio,expected_repeat,audio_vision_missing_same,truncated,word_loss
train,9,7,7,7,0,1,0,0,0,0,0.0
train,24,22,17,22,7,1,5,5,0,0,0.0
train,26,24,15,24,24,1,9,9,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,50,48,50,48,48,1,11,0,1,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,7,5,3,5,5,1,2,2,1,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,19,17,11,17,17,1,6,6,1,0,0.0
train,35,33,18,33,33,1,15,15,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,28,26,16,26,26,1,10,10,1,0,0.0
train,34,32,26,32,32,1,6,6,1,0,0.0
train,49,47,41,47,47,1,6,6,1,0,0.0
train,11,9,5,9,9,1,4,4,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,18,16,16,16,6,1,0,0,0,0,0.0
train,50,48,66,48,48,1,2,0,1,1,0.2727272727272727
train,32,30,26,30,30,1,4,4,1,0,0.0
train,29,27,22,27,27,1,5,5,1,0,0.0
train,19,17,15,17,0,1,2,2,0,0,0.0
train,44,42,34,42,42,1,8,8,1,0,0.0
train,23,21,13,21,21,1,8,8,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,35,33,20,33,33,1,13,13,1,0,0.0
train,28,26,17,26,26,1,9,9,1,0,0.0
train,25,23,15,23,23,1,8,8,1,0,0.0
train,20,18,13,18,4,1,5,5,0,0,0.0
train,10,8,5,8,0,1,3,3,0,0,0.0
train,48,46,32,46,41,1,14,14,0,0,0.0
train,28,26,23,26,26,1,3,3,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,24,22,17,22,12,1,5,5,0,0,0.0
train,29,27,27,27,27,1,0,0,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,33,31,24,31,29,1,7,7,0,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,13,11,8,11,11,1,3,3,1,0,0.0
train,25,23,20,23,23,1,3,3,1,0,0.0
train,9,7,6,7,7,1,1,1,1,0,0.0
train,20,18,14,18,18,1,4,4,1,0,0.0
train,24,22,17,22,22,1,5,5,1,0,0.0
train,22,20,10,20,20,1,10,10,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,50,48,37,48,48,1,12,11,1,0,0.0
train,15,13,8,13,13,1,5,5,1,0,0.0
train,27,25,18,25,25,1,7,7,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,50,48,45,48,48,1,13,3,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,38,36,26,36,35,1,10,10,0,0,0.0
train,14,12,8,12,12,1,4,4,1,0,0.0
train,5,3,3,3,0,1,0,0,0,0,0.0
train,32,30,25,30,30,1,5,5,1,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,40,38,32,38,38,1,6,6,1,0,0.0
train,40,38,29,38,38,1,9,9,1,0,0.0
train,46,44,35,44,44,1,9,9,1,0,0.0
train,25,23,16,23,23,1,7,7,1,0,0.0
train,50,48,40,48,48,1,17,8,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,50,48,39,48,48,1,10,9,1,0,0.0
train,31,29,24,29,29,1,5,5,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,50,48,61,48,48,1,20,0,1,1,0.21311475409836067
train,20,18,15,18,18,1,3,3,1,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,24,22,16,22,22,1,6,6,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,14,12,7,12,12,1,5,5,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,23,21,17,21,21,1,4,4,1,0,0.0
train,33,31,28,31,31,1,3,3,1,0,0.0
train,19,17,12,17,17,1,5,5,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,27,25,18,25,25,1,7,7,1,0,0.0
train,22,20,16,20,20,1,4,4,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,36,34,33,34,34,1,1,1,1,0,0.0
train,25,23,15,23,15,1,8,8,0,0,0.0
train,27,25,21,25,25,1,4,4,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,22,20,18,20,18,1,2,2,0,0,0.0
train,27,25,17,25,25,1,8,8,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,20,18,14,18,18,1,4,4,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,25,23,17,23,23,1,6,6,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,12,10,10,10,8,1,0,0,0,0,0.0
train,15,13,13,13,13,1,0,0,1,0,0.0
train,31,29,27,29,26,1,2,2,0,0,0.0
train,13,11,8,11,10,1,3,3,0,0,0.0
train,11,9,5,9,9,1,4,4,1,0,0.0
train,7,5,3,5,5,1,2,2,1,0,0.0
train,10,8,5,8,8,1,3,3,1,0,0.0
train,26,24,16,24,24,1,8,8,1,0,0.0
train,36,34,25,34,34,1,9,9,1,0,0.0
train,31,29,28,29,29,1,1,1,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,48,46,36,46,46,1,10,10,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,4,2,2,2,2,1,0,0,1,0,0.0
train,50,48,43,48,48,1,19,5,1,0,0.0
train,23,21,18,21,21,1,3,3,1,0,0.0
train,27,25,19,25,25,1,6,6,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,13,11,7,11,11,1,4,4,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,14,12,6,12,12,1,6,6,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,34,32,27,32,32,1,5,5,1,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,37,35,26,35,35,1,9,9,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,9,7,7,7,3,1,0,0,0,0,0.0
train,6,4,3,4,4,1,1,1,1,0,0.0
train,50,48,36,48,42,1,14,12,0,0,0.0
train,50,48,54,48,47,1,16,0,0,1,0.11111111111111116
train,33,31,24,31,30,1,7,7,0,0,0.0
train,47,45,35,45,32,1,10,10,0,0,0.0
train,16,14,10,14,5,1,4,4,0,0,0.0
train,23,21,12,21,21,1,9,9,1,0,0.0
train,14,12,12,12,8,1,0,0,0,0,0.0
train,50,48,50,48,39,1,10,0,0,0,0.0
train,19,17,11,17,17,1,6,6,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,12,10,6,10,10,1,4,4,1,0,0.0
train,31,29,21,29,29,1,8,8,1,0,0.0
train,50,48,55,48,48,1,18,0,1,1,0.12727272727272732
train,33,31,27,31,31,1,4,4,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,27,25,19,25,25,1,6,6,1,0,0.0
train,33,31,21,31,31,1,10,10,1,0,0.0
train,42,40,36,40,40,1,4,4,1,0,0.0
train,39,37,28,37,37,1,9,9,1,0,0.0
train,25,23,17,23,23,1,6,6,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,28,26,15,26,26,1,11,11,1,0,0.0
train,24,22,16,22,22,1,6,6,1,0,0.0
train,37,35,20,35,35,1,15,15,1,0,0.0
train,50,48,28,48,48,1,20,20,1,0,0.0
train,35,33,22,33,33,1,11,11,1,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,50,48,59,48,48,1,10,0,1,1,0.18644067796610164
train,50,48,60,48,48,1,9,0,1,1,0.19999999999999996
train,9,7,5,7,0,1,2,2,0,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,16,14,6,14,14,1,8,8,1,0,0.0
train,9,7,4,7,7,1,3,3,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,6,4,3,4,4,1,1,1,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,13,11,10,11,11,1,1,1,1,0,0.0
train,25,23,18,23,23,1,5,5,1,0,0.0
train,10,8,5,8,8,1,3,3,1,0,0.0
train,25,23,18,23,19,1,5,5,0,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,18,16,16,16,16,1,0,0,1,0,0.0
train,50,48,44,48,48,1,8,4,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,34,32,27,32,32,1,5,5,1,0,0.0
train,12,10,7,10,10,1,3,3,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,50,48,49,48,48,1,11,0,1,0,0.0
train,36,34,29,34,34,1,5,5,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,31,29,27,29,29,1,2,2,1,0,0.0
train,33,31,22,31,30,1,9,9,0,0,0.0
train,13,11,8,11,11,1,3,3,1,0,0.0
train,35,33,27,33,33,1,6,6,1,0,0.0
train,35,33,25,33,33,1,8,8,1,0,0.0
train,30,28,22,28,28,1,6,6,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,27,25,21,25,25,1,4,4,1,0,0.0
train,21,19,15,19,19,1,4,4,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,48,46,31,46,46,1,15,15,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,50,48,59,48,48,1,11,0,1,1,0.18644067796610164
train,19,17,13,17,17,1,4,4,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,12,10,5,10,10,1,5,5,1,0,0.0
train,26,24,23,24,24,1,1,1,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,30,28,25,28,28,1,3,3,1,0,0.0
train,19,17,11,17,17,1,6,6,1,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,3,1,1,1,0,1,0,0,0,0,0.0
train,5,3,3,3,2,1,0,0,0,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,39,37,28,37,37,1,9,9,1,0,0.0
train,30,28,18,28,28,1,10,10,1,0,0.0
train,26,24,15,24,24,1,9,9,1,0,0.0
train,16,14,8,14,14,1,6,6,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,32,30,27,30,30,1,3,3,1,0,0.0
train,35,33,23,33,33,1,10,10,1,0,0.0
train,48,46,36,46,46,1,10,10,1,0,0.0
train,18,16,10,16,16,1,6,6,1,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,34,32,28,32,32,1,4,4,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,33,31,24,31,31,1,7,7,1,0,0.0
train,40,38,31,38,38,1,7,7,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,27,25,19,25,25,1,6,6,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,39,37,31,37,37,1,6,6,1,0,0.0
train,50,48,52,48,48,1,7,0,1,1,0.07692307692307687
train,9,7,7,7,1,1,0,0,0,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,16,14,12,14,13,1,2,2,0,0,0.0
train,20,18,13,18,18,1,5,5,1,0,0.0
train,22,20,11,20,13,1,9,9,0,0,0.0
train,8,6,3,6,6,1,3,3,1,0,0.0
train,15,13,6,13,13,1,7,7,1,0,0.0
train,50,48,43,48,48,1,9,5,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,37,35,26,35,35,1,9,9,1,0,0.0
train,35,33,22,33,33,1,11,11,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,12,10,9,10,10,1,1,1,1,0,0.0
train,35,33,27,33,33,1,6,6,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,50,48,45,48,48,1,15,3,1,0,0.0
train,15,13,8,13,8,1,5,5,0,0,0.0
train,49,47,43,47,47,1,4,4,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,32,30,23,30,30,1,7,7,1,0,0.0
train,41,39,29,39,39,1,10,10,1,0,0.0
train,33,31,28,31,31,1,3,3,1,0,0.0
train,22,20,18,20,20,1,2,2,1,0,0.0
train,50,48,42,48,48,1,8,6,1,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,50,48,43,48,48,1,14,5,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,29,27,16,27,27,1,11,11,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,50,48,23,48,48,1,25,25,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,50,48,242,48,48,1,13,0,1,1,0.8016528925619835
train,27,25,19,25,20,1,6,6,0,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,19,17,15,17,0,1,2,2,0,0,0.0
train,15,13,11,13,10,1,2,2,0,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,12,10,10,10,10,1,0,0,1,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,24,22,15,22,22,1,7,7,1,0,0.0
train,25,23,20,23,23,1,3,3,1,0,0.0
train,14,12,8,12,12,1,4,4,1,0,0.0
train,20,18,14,18,18,1,4,4,1,0,0.0
train,16,14,9,14,14,1,5,5,1,0,0.0
train,12,10,6,10,10,1,4,4,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,50,48,41,48,48,1,9,7,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,27,25,20,25,25,1,5,5,1,0,0.0
train,14,12,11,12,7,1,1,1,0,0,0.0
train,15,13,8,13,13,1,5,5,1,0,0.0
train,20,18,14,18,16,1,4,4,0,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,30,28,21,28,28,1,7,7,1,0,0.0
train,28,26,26,26,26,1,0,0,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,7,5,3,5,5,1,2,2,1,0,0.0
train,14,12,8,12,12,1,4,4,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,34,32,22,32,32,1,10,10,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,5,3,3,3,3,1,0,0,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,41,39,31,39,39,1,8,8,1,0,0.0
train,13,11,11,11,9,1,0,0,0,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,9,7,3,7,7,1,4,4,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,42,40,28,40,40,1,12,12,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,33,31,28,31,31,1,3,3,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,25,23,17,23,23,1,6,6,1,0,0.0
train,27,25,23,25,25,1,2,2,1,0,0.0
train,28,26,21,26,14,1,5,5,0,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,36,34,29,34,34,1,5,5,1,0,0.0
train,23,21,15,21,21,1,6,6,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,12,10,6,10,10,1,4,4,1,0,0.0
train,48,46,42,46,46,1,4,4,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,21,19,11,19,19,1,8,8,1,0,0.0
train,10,8,5,8,8,1,3,3,1,0,0.0
train,27,25,18,25,21,1,7,7,0,0,0.0
train,25,23,16,23,23,1,7,7,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,21,19,15,19,19,1,4,4,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,41,39,29,39,39,1,10,10,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,12,10,9,10,10,1,1,1,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,15,13,11,13,9,1,2,2,0,0,0.0
train,36,34,29,34,34,1,5,5,1,0,0.0
train,7,5,5,5,0,1,0,0,0,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,29,27,24,27,27,1,3,3,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,50,48,57,48,47,1,4,0,0,1,0.1578947368421053
train,24,22,16,22,22,1,6,6,1,0,0.0
train,31,29,25,29,29,1,4,4,1,0,0.0
train,40,38,33,38,38,1,5,5,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,23,21,20,21,21,1,1,1,1,0,0.0
train,24,22,18,22,22,1,4,4,1,0,0.0
train,43,41,38,41,41,1,3,3,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,21,19,18,19,19,1,1,1,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,23,21,17,21,21,1,4,4,1,0,0.0
train,41,39,35,39,39,1,4,4,1,0,0.0
train,31,29,25,29,29,1,4,4,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,20,18,18,18,18,1,0,0,1,0,0.0
train,10,8,7,8,8,1,1,1,1,0,0.0
train,20,18,15,18,16,1,3,3,0,0,0.0
train,17,15,15,15,10,1,0,0,0,0,0.0
train,20,18,12,18,18,1,6,6,1,0,0.0
train,50,48,64,48,48,1,10,0,1,1,0.25
train,50,48,55,48,48,1,6,0,1,1,0.12727272727272732
train,28,26,15,26,26,1,11,11,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,30,28,20,28,28,1,8,8,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,50,48,52,48,48,1,1,0,1,1,0.07692307692307687
train,13,11,8,11,11,1,3,3,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,4,2,2,2,2,1,0,0,1,0,0.0
train,37,35,28,35,35,1,7,7,1,0,0.0
train,49,47,38,47,47,1,9,9,1,0,0.0
train,46,44,28,44,44,1,16,16,1,0,0.0
train,23,21,12,21,21,1,9,9,1,0,0.0
train,11,9,8,9,0,1,1,1,0,0,0.0
train,41,39,26,39,39,1,13,13,1,0,0.0
train,37,35,29,35,35,1,6,6,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,21,19,10,19,19,1,9,9,1,0,0.0
train,31,29,25,29,29,1,4,4,1,0,0.0
train,26,24,23,24,1,1,1,1,0,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,27,25,21,25,14,1,4,4,0,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,18,16,16,16,16,1,0,0,1,0,0.0
train,12,10,10,10,10,1,0,0,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,13,11,10,11,11,1,1,1,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,47,45,37,45,45,1,8,8,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,43,41,33,41,25,1,8,8,0,0,0.0
train,42,40,29,40,40,1,11,11,1,0,0.0
train,48,46,38,46,46,1,8,8,1,0,0.0
train,29,27,23,27,27,1,4,4,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,50,48,63,48,48,1,10,0,1,1,0.23809523809523814
train,12,10,10,10,10,1,0,0,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,50,48,42,48,48,1,14,6,1,0,0.0
train,50,48,45,48,48,1,21,3,1,0,0.0
train,35,33,17,33,33,1,16,16,1,0,0.0
train,29,27,22,27,27,1,5,5,1,0,0.0
train,33,31,22,31,31,1,9,9,1,0,0.0
train,33,31,25,31,29,1,6,6,0,0,0.0
train,25,23,14,23,23,1,9,9,1,0,0.0
train,50,48,33,48,48,1,22,15,1,0,0.0
train,50,48,63,48,48,1,13,0,1,1,0.23809523809523814
train,30,28,23,28,28,1,5,5,1,0,0.0
train,27,25,18,25,25,1,7,7,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,25,23,16,23,23,1,7,7,1,0,0.0
train,46,44,32,44,44,1,12,12,1,0,0.0
train,33,31,26,31,31,1,5,5,1,0,0.0
train,29,27,23,27,27,1,4,4,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,44,42,36,42,42,1,6,6,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,15,13,7,13,13,1,6,6,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,45,43,37,43,43,1,6,6,1,0,0.0
train,19,17,17,17,17,1,0,0,1,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,29,27,24,27,27,1,3,3,1,0,0.0
train,28,26,22,26,26,1,4,4,1,0,0.0
train,28,26,25,26,26,1,1,1,1,0,0.0
train,37,35,24,35,35,1,11,11,1,0,0.0
train,18,16,12,16,16,1,4,4,1,0,0.0
train,12,10,10,10,0,1,0,0,0,0,0.0
train,34,32,24,32,32,1,8,8,1,0,0.0
train,35,33,24,33,33,1,9,9,1,0,0.0
train,49,47,37,47,47,1,10,10,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,26,24,23,24,24,1,1,1,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,24,22,18,22,22,1,4,4,1,0,0.0
train,24,22,20,22,22,1,2,2,1,0,0.0
train,31,29,26,29,29,1,3,3,1,0,0.0
train,31,29,23,29,29,1,6,6,1,0,0.0
train,28,26,25,9,7,0,1,1,0,0,0.0
train,28,26,23,17,9,0,1,3,0,0,0.0
train,45,43,40,43,36,1,3,3,0,0,0.0
train,48,46,44,46,46,1,2,2,1,0,0.0
train,50,48,39,48,48,1,9,9,1,0,0.0
train,44,42,37,42,42,1,5,5,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,23,21,17,21,0,1,4,4,0,0,0.0
train,50,48,39,48,48,1,13,9,1,0,0.0
train,30,28,23,28,28,1,5,5,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,33,31,23,31,31,1,8,8,1,0,0.0
train,23,21,14,21,21,1,7,7,1,0,0.0
train,50,48,43,48,48,1,8,5,1,0,0.0
train,26,24,19,24,24,1,5,5,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,24,22,14,22,22,1,8,8,1,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,50,48,46,48,48,1,16,2,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,28,26,18,26,26,1,8,8,1,0,0.0
train,40,38,37,38,35,1,1,1,0,0,0.0
train,50,48,49,48,48,1,8,0,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,36,34,20,34,34,1,14,14,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,31,29,18,29,29,1,11,11,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,26,24,20,24,18,1,4,4,0,0,0.0
train,4,2,2,2,2,1,0,0,1,0,0.0
train,50,48,52,48,44,1,20,0,0,1,0.07692307692307687
train,12,10,8,10,0,1,2,2,0,0,0.0
train,50,48,37,48,48,1,15,11,1,0,0.0
train,20,18,13,18,0,1,5,5,0,0,0.0
train,24,22,16,22,22,1,6,6,1,0,0.0
train,38,36,26,36,36,1,10,10,1,0,0.0
train,50,48,67,48,48,1,21,0,1,1,0.28358208955223885
train,44,42,32,42,42,1,10,10,1,0,0.0
train,25,23,14,23,23,1,9,9,1,0,0.0
train,42,40,32,40,40,1,8,8,1,0,0.0
train,26,24,19,24,24,1,5,5,1,0,0.0
